	author	comment
1424	annie leonheart	We didn't forget still love this song <3
1425	Delia	This song makes me nostalgic for a time I wasn’t even alive yet for. Simpler times. Wish we could be the open minded society we are now and live in those times but without discrimination and racism.
1426	helenrstephens	If you have had your heart 💜 broken this song talks to you about you are feeling and going through.
1427	Рамиль	Вечные хиты!!!
1428	Анастасия Заморская	I was born in 1983, russia moscow. In 90ths i listened amazing ABBA. It is in my heart.
1429	Мария Бабич	Любовь вечна!!!!!!! Дискотека в пионерском лагере!
1430	J dw	This is my favorite ABBA song.
1431	Alex Giles	Agnetha's rendition of this is the definitive rendition, probably due to the combination of her raw talent and the personal connection to the subject of the song.
1432	Atenea es sabia	Letra: Agnetha: I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all Coro: Takes it all... Agnetha: The loser has to fall Coro: has to fall... Agnetha: It's simple and it's plain... Coro: it's so plain.... Agnetha: Why should I complain? Coro: Why complain? Agnetha: But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide Coro: will decide... Agnetha: The likes of me abide Coro: me abide... Agnetha: Spectators of the show Coro: Of the show... Agnetha: Always staying low Coro: Staying low... Agnetha: The game is on again Coro: on again... Agnetha: A lover or a friend Coro: or a friend... Agnetha: A big thing or a small Coro: big or smal... Agnetha: The winner takes it all... Coro: takes it all... Agnetha: I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?
1433	Danuta Krobska	Wyrazić w słowach emocje i emocje w słowach
1434	Kyomuhendo Tom	I was 6 years when this song was released but all i know i grew up listening to this music because my Dad had a collection.
1435	Fatma Hamurtas	Rahmetli annemin en sevdiği grup ABBA dolayısıyla bende çok sevdim hala dinlerim süpersiniz 💚💚👍👍👏👏👏👏
1436	dzumadrozd	I have heard milion covers and no one can sing like ABBA.
1437	anne the weird	I’m singing this song at piano lessons I’m absolutely proud and happy about this happening
1438	Vivas Petrov	Ангел, сошедший с небес...
1439	Scott Engstrom	I beg for my 80's to return. Much love here.
1440	Cynthia Daw	I played all my cards!! Hauntingly!! I was going through a divorce!! I lost everything!! Except my little pickup. I was drowning in my tears and I hear this song while my mom was watching Ma ma mea!!
1441	Paul Carney	So manyof their songs seemed to reflect what was happening in their lives.
1442	Curious Cat	Ohhh the nostalgia....
1443	Michael Scott	It was most popular in the US in '76 when I was 19. It or dancing queen should have won a Grammy.
1444	les playmo de LaraCraft	C'est vraiment les meilleurs.dans leur genre. J'adore
1445	MARTIN ALVARADO	Awesome song
1446	A. Moretto	shes the definition of nordic beauty
1447	Jason Oregan	Beautiful Music is a time machine split second taken back to your raw emotions relived tears and joy remanis with or remembering loved ones and lost friends a powerful and healing emersian. Thanks for the music
1448	Victor Basta	Face and voice like angel. I was only 17 when this came out.
1449	Mattias Persson	Makes me cry. Wow. So strong
1450	Alexis Garcia	Agnetha merecía una hermosa familia hasta el último día de su vida :(
1451	Andrea Del Corso	TOP 💓
1452	victoria ojeda	WONDERFUL,TODAY AND ALWAYS.
1453	Kevin Varney	I don't think when I was young I appreciated what a voice Agnetta had.
1454	Tanya Moore	This song makes me cry a hard cry live this song so much 💞💞💞
1455	Waldemar Beifuss	2022г. До сих пор слушаю, вспоминаю детство и РОДИТЕЛЕЙ как было весело и интересно...
1456	bon dela vega	It's both funny as a trivia and sad as a real deal that Bjorn wrote this song, doing backing vocals to this song while his heart break does the powerful main vocals. Just look at him singing backing vocals and strumming his guitar, knowing that he WROTE this song after a big breakup with the one doing a splendid job of the main vocals.
1457	Levi Hope	sad song but somehow calming
1458	samuel osei-somuah	The album was soo instant a hit that it took only a few months to reach Africa instead of the usual year or 2 and this song is the reason why
1459	Андрей	Круть, Ваше чётко !!!
1460	lukambalema	I was eleven when I first listened to this song 🎵. Thanks
1461	Martina Mowatt	I'm 17 and inlove with this song
1462	Raimundo Ferreira	Sou fã
1463	Rustam Ihsanov	Агнета моя 💘
1464	Kay Bicaku	This is my favourite abba song
1465	Ronny	Don't let this song distract you from the fact that In 1972, a crack commando unit was sent to prison by a military court for a crime they didn't commit. These men promptly escaped from a maximum security stockade to the Los Angeles underground. Today, still wanted by the government they survive as soldiers of fortune. If you have a problem, if no one else can help, and if you can find them....maybe you can hire The A-Team.
1466	Lakatos Robert	Still is love ☄️☄️😍😍🥰🥰🥰
1467	Andreu Martinez	Extraordinario
1468	NickJG	There used to be another version of this, with ABBA on stage, on YouTube, that seems to have been taken down. Does anyone have it?
1469	guderianxxx	So good…
1470	Марлен Эреджепов	Послушайте этот хит в исполнении Роза Рымбаева (Казахстан) песня называеться ,, Как прежде , мы вдвоём,, К моему сожалению, я даже не знал , что она спела этот всемирно известный, хит,,АББА,, Ещё во времена СССР Прекрасное, великолепное исполнение, а какой голос, Браво Роза Рымбаева, какой глубокий смысл песни
1471	joe white	The clearest diction ,, brightest on Pitch ,pitch perfect .Soprano in POP music with a B2 - f7 range ,with the strength of an Opera star[. eg ] 3:55 - 4:05 ..enough said.
1472	Gazza 29	Mozart, Beethoven, The Beatles......ABBA. 🇸🇪 🏴󠁧󠁢󠁥󠁮󠁧󠁿
1473	AlfaMadDog11	2 words.. Breaking Bad.. ahh crap sorry.. 3 words 'Better Call Saul'.. what a great scene.. damn good group too :D
1474	F.T.	"For me, this song, Queen's ""Bohemian rhapsody"" and Frank Sinatra's ""My way"" are the three best songs ever......thank you Aghneta for the lyrics.....thank ABBA for everything."
1475	Gary henshaw	These are the days 😄😂🥰🥰🥰
1476	Rick Danner Guitar Player	wow Agnetha her voice and being the most beautiful women in the historyof the world
1477	Almudena Del Lago de las Torres	Colin Powell Solia llorar escuchando abba, Chiquita sigue viva
1478	Mission Impossible Reviews	There is not a single person in the world who doesn't understand the emotion this woman is conveying with this song. Not one.
1479	Ligia Pino	the background vocals tho
1480	guapo valentino	Angel voice...huh
1481	Steve Keenan	I was 16 when this came out and I had already seen abba in concert when I was 15 bingley hall Staffordshire anyone else there ??
1482	Павел Тараквнов	И все таки прежняя музыка всегда была,есть,и будет самой лутшей потому что пели в жывую без какой либо фонограммы
1483	Emmanuel Kositany	Agnetha deserved a beautiful family until the last day of her life, congrats I felt in love with your sweet gentle voice 😍💋🥰😘
1484	Almudena Del Lago de las Torres	Building me a home thinking I would be strong there
1485	Sukhbaatar Dorje	Wonderful. Thanks. ABBA. From Mongolia.
1486	Ruta Rutele	Super!
1487	helenrstephens	Such a beautiful but dad song agnetha sings her heart ❤️ out. Bjorn and her had just been through their divorce when this was released
1488	MAYA AZIZA	Beast of the beast
1489	Montrealuda Kontr	вот та песня в котором я подрос как в жизни бывает что все старое это новое еще в те далекие времена давайте жить в мире no WAR
1490	Nicolae Andrei	Number one Abba
1491	Michael Cooper	The God’s,May throw a Dice there minds as cold as ice! MY GOD WHAT A STATMENT
1492	PETER SELLER	Go-ord-blimey! What a tune.🙄 I think it says it all. 😧
1493	Эндрю	Абба- моя ЖИЗНЬ!!!!
1494	MEG ON TOUR	Evreybody is a winner 💯
1495	Melinda Stofferahn	I was a junior in highschool when this song came out
1496	Ružica Luković	Pesma za svaka Vremena!
1497	Leo Ambus	"I love song that I""ve been singing on videoke with lowered pitch so I can reach the high notes."
1498	deep ds	❤️
1499	jeff rabe	Une grande chanson avec le cri du coeur
1500	Danuta Krobska	Słowo za Słowo tak bardzo chcę mòwoć tym językiem
1501	Денис Гуров	Круто я играю на скрипке
1502	SS Duo	This feels like a narration of Amber Heard v Johnny Depp trial.
1503	astrid atrid	superbe merci
1504	Саня Аксакал	ABBA - Ты Мир!
1505	PETER BANKS	Go-ord blimey! What a tune. 🙄 I think it says it all. 😢
1506	Don	I always felt so bad for Agnetha.
1507	Blanca Rios	Before my niece passed away I checked on her fb profile and In one of the song that she had sent to me by Abba the winner takes it all was in the list which she was saying about hummingbirds comes before you passed she was saying that hummingbird was in her bacyard and reminded her her mama that hurts me a lot now I listen to this song when ever I want to remember her
1508	Skales	Look at Agnetha's face, how much pain there is in her eyes.
1509	Aigerim Ashymbek	Мои родители вместе Счастливы!!!💯
1510	Rafał Pawłowski	♥️
1511	baibely	stay hittin.
1512	Charmene Lafayette	Love
1513	Krzysztof Janik	Nothing more to say. No more Ace to play. Time will tell who won.
1514	Rhina Figuereo	Todavía se escucha en República Dominicana ,marzo 2022
1515	Woofers against Violence	"To think that Bjorn was married to her and wrote this while he was playing up behind her back. He seems the most unattractive of the four, maybe insecure. Can't see that he was the winner or that he takes it all. Judging by all these comments so many years later. I think most of us, well guys anyway think he freakin blew it!! Lost an Angel.. BTW, who else notices @ 2min 59 secs when Agnetha sings ""spectators of the show, always staying low"" as she half turns to her friend Frida and gently half waves back towards her; as she sings these poignant sad few words live on stage. Wow, the world is still in love with her poise and beauty."
1516	franco ferretti	mitici tra i mitici
1517	electrochaud	What beautiful wife she was.
1518	argento bravo	Grande Roberto baggio 🤝🇮🇹 questa canzone mi ricordo i tuoi gol sei il numero 1
1519	general graziani	mio amore ABBA
1520	SM	Why do people think it's ok to take the life of someone else??? If it directly affected them either their family or their selves they would think twice. God will judge everyone in the end..... So you see they never really win.
1521	Eoin Girvin	I like dis song ! 👉🏻🥺👈🏻
1522	Donna Tindera	I loved truth and original.
1523	Thomas Hartm	Ich hab das Rätsel gelöst, Zeit sich zu treffen, Zeit ZU REDEN. Komm aus Deinem Versteck. Auch wenn Du es nicht gerne hörst SEI EIN MANN
1524	Royan Miniature Buildings Diorama Hobbies	Salahkah bila diriku terlalu mencintaimu...
1525	Anfas Alturki	I was just born 😂😂1980
1526	Benjamin Smith	Personally, the song doesn't uplift the soul. No need to drown in tears, life is challenging as it is. The soul needs joy, sunlight not dreariness.
1527	Phil McCrackin	Why did she have to apologise for what happened. He left her!
1528	Canal dos Matiolas	I dont know what can i say about it.
1529	Adriana Godoy	Why this song was ringing in my head in March 2022?
1530	Sarah D	Knocked up at 19!! Yep already son is a bit cold
1531	John Rogan	Bjorn threw Aegetha away...a major goof!
1532	David Coomber	It takes a special type of control freak to dump his lover, than write a song giving his opinion of her reaction and then make her sing it with feeling, narcissistic doesn’t even begin to cover that kind of sickness
1533	Emma	Anyone else listening to this cause a non profit turned out to be The Bad Place ™️
1534	Александр Хмыров	АГНЕТА ФЕЛЬТСКОГ. 5 АПРЕЛЯ. С ДНЕМ РОЖДЕНИЯ, КОРОЛЕВА!
1535	Marisol Nama	Ang galing galing galing....
1536	ʕ·ᴥ·ʔ	They're on the 35th floor? You're gonna be on the 50th!
1537	Gabriel Archer	I hurt somone really badly. And I regret for making him so angry. I'm lost and he showed me how to Love and what Love was all about. But me and my selfish attitude made him angry. I've never been Lucky in Love . But He Loved me and called me Worthy. I really stuffed up and now I feel so bad and ashamed. More than I did before. Im the one standing beside the Victory because The winner takes it all. I'm so alone. Without him or his Love it's not AOK it's just all my fault.I have broken heart. And I'm to blame.
1538	MOL TECH	"01:43"" -> ""vai lavar seu cu"" é fogo! 😂😅😂"
1539	Jean michel Forfaiture	So true.
1540	Jason Cuthbert	Strange film no. Not everyone was competing. Just me or what ?
1541	Margaret Regnier	Her ex boyfriend made this song for her to sing.
1542	Hemant Kejriwal	Let's be honest, you searched for this
1543	liam firlej	If she changed the lyrics a tiny bit I think this would be the best song ever created. Or maybe I'm just stoned
1544	Ashley Howell	2022 😭😭😭❤️
1545	Helen Siban	☺️❤️❤️❤️😘☘️
1546	Hari Purwanto	I love her nose ❤️💖
1547	Tarmo Teearu	The rules must be...
1548	Олег Суворов	Даже не верится что Агнета пастарелла
1549	Isaías Freire	I love your
1550	Sonia Bonner	I was 12 in 1980
1551	Christine Belton	Listening in 2022
1552	Terry Phillips	Wasn't this song about a breakup in the group ABBA?
1553	Китан	В исполнении Розы Рымбаевой лучше это песня звучит..и голос у Розы лучше
1554	Irene Schmidt	❤️❤️❤️❤️Beaudeful forever Traumhaft schön ist die Song stimme herzlichen Glückwunsch zum Geburtstag ales gute von Youtube eine schöne Tag wünsche wir allen Irene ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💕💕💕🥰🥰🥰
1555	MUHARREM SEKMEN	BEN BENDEN DEĞİL BİLDĞİM DEN UTANIYORUM.
1556	MUHARREM SEKMEN	ANORMAL GERÇEKTE VARDIR. KABULLENMİYORSUN.
1557	MUHARREM SEKMEN	ŞARTA BAĞLI AFFEDİYORUM.
1558	MUHARREM SEKMEN	HAYIR ACIMAK İSTİYORUM. ZAMANI AN'DAN GÖRÜYORUM.
1559	Kathryn O'Neill	She looks like a blonde Linds Blair. Pretty Lady.
1560	MUHARREM SEKMEN	KİŞİ KAOS ALGILAR.
1561	MUHARREM SEKMEN	AÇIKLIKTAN BAŞKA BİRŞEY İSTEMİYORUM. BİLMİYORSUN.
1562	MUHARREM SEKMEN	SIFIRA KAOS VERİLEBİLİR.
1563	Muharrem Sekmen	İN THE EVERYWHERE İS GOT AN DEFİCİENCY.
1564	Jaap Jongbloed	🤗💪🤣🤣🤪
1565	MUHARREM SEKMEN	BİLGE HEP KAZANMA OLSASILIĞI YAPARKEN. ÇAHİL HESAPSIZ OLASILIKLA ÇOKTAN KAZANIR.
1566	LeaS	🥺💘 17.4.2022.
1567	Jettera Ismabash	Better Call Saul Closing musix
1568	MUHARREM SEKMEN	SIFIR ARANABİLİR.
1569	MUHARREM SEKMEN	SIFIR ARAYABİLİR.
1570	samuel matos	Brazil 2022
1571	Iunt Ghikk	As dori sa aflăm despre această trupa de unde este si sa cumpar o caseta cu tot albumul ofer 25 euro semnează emil mare din caransebeș
1572	MUHARREM SEKMEN	BEN MERAKLIYIM. MERAKSIZLARI MERAKETMİYORUM.
1573	Martina Naber	Meine Kindheit u Jugend, ABBA! MEINE ERSTE LIEBE ZERBRACH . . .und ich hoerte im Auto von Buehl bis Frankfurt, 200 km . . .NUR DIESEN SONG, SANG MIT, LIESS ALLES RAUSS :-) . . .THANK YOU ABBA!!!
1574	MUHARREM SEKMEN	ÖZNE ÖZGÜRDÜR.
1575	Svetlana Fedchenkova	😢😢😢
1576	MUHARREM SEKMEN	ÖZNE SIFIRA İNANÇLA AYNI.
1577	MUHARREM SEKMEN	BİLİYORUM SONUNU ARIYORSUN. O ÇOK ZAYIF.
1578	Maria Duarte	Joelma do Calypso kk
1579	Patrick Freber	Ich liebe sie.... Agnetha
1580	MUHARREM SEKMEN	BEN HATALI SÖYLÜYORUM.
1581	MUHARREM SEKMEN	DAHA DOĞRUSU ÇOK KONUM UZUN AZ KONUM KISA GÖRÜNÜR. BU KONUM SIKLIĞINA GÖRE DEĞİŞİR.
1582	rainer zemanek	Abbau Ist zeitlos gut
1583	MUHARREM SEKMEN	ÖZNE ÖZNEYLE İLŞKİDEDİR.
1584	MUHARREM SEKMEN	ÇOCUK SAYILARLA KONUŞUR BİLMİYORSUN.
1585	MUHARREM SEKMEN	BEN KURAL BİLMİYORUM. SEN KURALLAR ÖĞRETİYORSUN. BENDEN ÇEKİYORSUN.
1586	Nickson	😇 Agnetha Escandinave White Angel ✨ Frida Princes ✨
1587	Patrick Freber	Ich liebe dich Agnetha........ hübsche Frau
1588	Валерий Кичкаев	Песню написал Бьорн после того как они расстались с Агнетой
1589	Ирина Иванова	Посмотрите Мирей Матье с той же песней!
1590	MUHARREM SEKMEN	TÜRKİYE YE SESLENİYORUM SORUN BU GEBZE YAPISIDIR. BEN GEBZE DE BULUNUYORUM.
1591	MUHARREM SEKMEN	İŞTAHLA KONUŞUYORUM BİLİYORUM.
1592	Patrick Freber	Ich liebeeeeee diiiiiiich
1593	MUHARREM SEKMEN	ŞUNDAN DOLAYI ZORLUYORUM HATALI KONUŞUYORSUN.
1594	MUHARREM SEKMEN	BELİRSİZ GÖRÜNTÜDE.
1595	faunstar	*exhale* it’s time to destroy myself again
1596	nadine gremion	La musique a mon papa
1597	MUHARREM SEKMEN	ÖZNE HAKKINDA KONUŞAMAM HATALI OLABİLİR.
1598	Muharrem Sekmen	The realıty is anormal
1599	auana3	This song will never go old!
1600	Allan Dela Rosa	Such an amazing voice
1601	Antônio José Machado Vieira Júnior Vieira	Amo ♥️♥️♥️
1602	Jacob Son	My amazing song with an unprecedented voice ❤🔥🔥🔥
1603	Jeffers S	Time to re-release it now .No question the greatest pop song ever made.
1604	shreya	Love this song ❤
1605	Aj the king	Old memories calling once again through this sweet song....love with this song of ABBA..,👍👍👍👍5
1606	Twosuns	"How Agnetha hits and holds those notes is amazing and beautiful,as she is. ""Song Bird"" by Christine Macvie, though completely different is just as beautiful. Superb artists"
1607	Jeffers	Re-release it NOW.Greatest love song of all time.
1608	Omar Sighinolfi	"Fantastic song, the most beautiful ever !! Agnetha fantastic, beautiful when she smiles, even more so when she is sad (but I wish she had never been sad!) The phrase: "" But tell me does she kiss like i used to kiss you "" is the most powerful that has ever been written in a song! Goose bumps. I really like Agnetha at the end when she says: ""But you see"": there you can see that she has the strength to get up and go on and she made it!"
1609	ButtaUsagi	This is the first time I’m hearing this song and I’m a 90’s kid. I love ABBA💖😭😭😭😭😭
1610	Anton Joyce	Abba are just flawless.
1611	Edmar Recto	I’m playing this song as open as I can do. I love agneta’s performance.
1612	Robin Kerr	I’m 18 years old and I still play this song in my car
1613	Richard Long	All is music to my ears! I've lived a long and varied life, like most of us. Pain & joy follow us all in equal doses.
1614	Ruby Sánchez	Desde Santo Domingo RD eso es bello me remueve el alma recordar
1615	skbachoti	More than the lyrics, the melancholy onher face, that squeezes my heart.
1616	Lee Allan	Perfection personified ✌️❤️💔
1617	Вадим Волков	ВЕЧНАЯ МУЗЫКА
1618	Lee Allan	Beautiful lyrics
1619	Jason Hobble	Such a sweet yet sad song 😭
1620	steve peanut butter	Playing this tonight cuz one of my brothers favorite songs. He is currently in the hospital hooked up the a ventilator in ICU. Of course I am in tears listening to it 😭!
1621	Filip Cibulak	I DID NOT HAVE LIFE BROKEN HEART but when I heard it everything changed in my life.
1622	Matthew Douglas	A great true sad classic!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1623	Isabell Byrne	2021 I love this song I'd wish I had them days back they were the best days of my life happy days every one from Ireland xxx
1624	mortonbay chestnut	Everyone's been heart broken... well almost... universal sentiments... universal song... actually many have been heart broken more than once!!
1625	Jimmy Carter	Great song
1626	Ionut Muresan	I love that song!i wish to be young in the early 80 but this is the time now! Greatest from 🇷🇴🇷🇴🇷🇴
1627	brian blackwell	Most professional song of all time. Tell me im wrong. I'll wait. Cause the closest comparison would be stairway to heaven or tears in heaven.🙏
1628	Don McNeal	ABBA! Nothing else to say...🙂
1629	reda terki	Respect for ABBA .fantastic agnetha ❤❤❤❤
1630	japan biking	I don't wanna talk about the things we've gone through Though it's hurting me, now it's history I've played all my cards and that's what you've done too Nothing more to say, no more ace to play The winner takes it all, the loser standing small Beside the victory that's her destiny I was in your arms thinking I belonged there I figured it made sense building me a fence Building me a home thinking I'd be strong there But I was a fool playing by the rules The Gods may throw a dice, their minds as cold as ice And someone way down here loses someone dear The winner takes it all, the loser has to fall It's simple and it's plain, why should I complain But tell me does she kiss like I used to kiss you Does it feel the same, when she calls your name Somewhere deep inside you must know I miss you But what can I say rules must be obeyed The judges will decide, the likes of me abide Spectators of the show always staying low The game is on again, a lover or a friend A big thing or a small the winner takes it all I don't wanna talk if it makes you feel sad And I understand you've come to shake my hand I apologize if it makes you feel bad Seeing me so tense, no self-confidence But you see the winner takes it all The winner takes it all So the winner takes it all and the loser has to fall Throw a dice, cold as ice Way down here, someone dear Takes it all, has to fall Yes it's plain, no complain
1631	Hirschi74	THIS! VOICE!
1632	Анатолий Окнечирик	Да, каждый получит по своим заслугам.....
1633	Sherry Bean	Love this song
1634	Милла	💖💖💖💖💖👏👏👏👏👏👏👏
1635	Мария Машенька	ABBA forever!❤️❤️❤️❤️🇷🇺
1636	Samessa	One of the most beautiful song for all the wrong reasons.
1637	moja pjesma	the best song ever
1638	Janka Hricová	To je pesnička,ktorú si spájam so Silvestrom,viac ako Happy New Year a vždy ma chytí za srdce ,vždy...a vytvorí taku zvláštnu nostalgiu ,že dojdem až do detstva ...
1639	XAV	Temazo de despedida. Lo escribio el
1640	Paperboy	Always loved this song but never knew until a recent interview with Agnetha that she co-wrote it during her divorce as well as the group splitting up. She said it remains her favorite, sad though it was, because she knew she was about to experience a certain freedom from all the traveling & lack of privacy & enjoy being a mother. As they say all good things must come to an end. Agnetha seems happy now but would prefer to enjoy her life today rather than remember what once was or be included in any reunion or fanfare. And to that I say, “be well & thank you for the music!”
1641	Muharrem Sekmen	İyilerin kaderi, bunu gerektirecek, anlaşılmaz bir sevgi, anlaşılmak için,
1642	Anthony Amburn	An old song I kind of ignored back in the day. Now listening to it and seeing Agnetha sing it, her pain is palpable.
1643	Saad Al Tamimi	This song will last forever
1644	Herbert Gőrtemaker	Ein wunderschönes Lied
1645	Елена Кухарская	You are my everything ❣️
1646	Nail Bederdinov	Суперрррр👍👍👍
1647	Сергей Гурский	ШЕДЕВР НА ВЕКА
1648	Natsir Purboningrat	Tis amazing and eternal song petformed by ABBA ... INDONESIA LOVE...YOU
1649	Patrick Gray	I cried hearing this at the end of Super Bowl 16 when my beloved Bengals lost to the 49ers. I cried last night thinking of this song when the Bengals lost Super Bowl 56 to the Rams.
1650	Silly Bolox	This is why only ABBA are eternal. They speak for all our pasts and regrets not todays music could
1651	Volshebnik 37	Я живу настоящим, но музыку и фильмы слушаю и смотрю из прошлого...
1652	usiruk	Jimmy McGill brought me here, this is an amazing song
1653	Xena	Abba,oh m'y ..non mon groupe fétiche dans mes jeunes années,cette chanson l'aime très forte et pourtant suis restée longtemps à ne plus l'écouter,or après des années elle reste au top,je l'm autant,voire plus car je suis dans la positivité,abba groupe merveilleux,bravo pour votre retour 🤗👍👍👍❤️❤️❤️
1654	Muharrem Sekmen	Bilge gözyaşlarım, geleceğini görebildiğim, bir saf yüreğe , küçük bir yüreğedir,
1655	Muharrem Sekmen	Hayır, anlamadığından, bir ermişin gözyaşları, bilindiği gibi, hayır, anlamadığındandır insanlar, bir saf sevgiyedir o,
1656	Mariko Kawaguchi	Now it's HISTORY
1657	NNGGAARRYY	Gazza 1996 8 in a row. Got in from the match just in time to see the ending credits on scotsport Walter smith, Tommy Burns, gazza it doesn’t get any better great guys great memories.
1658	Carlo mike Faustorilla	The best
1659	Muharrem Sekmen	Bir kömürün, elmasa dönüşüm hikayesidir, yaşam, hikayesiz olmaz biliyorum, çocukların kaderi budur, masallar, yalan söylesede, ,
1660	Muharrem Sekmen	Kader ağlatır, sevgi, aşkın kurbanıdır, ağlamaktan daha mutlu birşey yok belkide, evet, sevgi, kır, gibidir, öylesine belirsiz,
1661	dr. kind	Прекрасне виконання сумної історії
1662	Jordan Rodriguez	People talk about Chiquitita but to me this is the greatest song these guys ever made
1663	Jordan Rodriguez	People talk about Chiquitita but to me this is the greatest song these guys ever made
1664	Sergio Romas	We are from the USSR, we remember and love you!
1665	Sarah Steer	Wish we could turn back time......
1666	mizi kenner	Omg..I'm in tears again
1667	SuperBandMom	Love this song and their suits are straight 🔥
1668	Muharrem Sekmen	Artık, Zaman'a kalmıştır, git gide boğan bir yaklaşma, artık, sadece görmekten dayanılmaz korkunç,
1669	Muharrem Sekmen	Belki, bir yaşama özlemi değildir, belki, herşey'den başka birşey'dir, Karanlık bir Zaman'ın, çağrısı belki,
1670	Jane Hansen	Tak Abba ❤️ jeg kan ikke forklare, men I rører mig med Jeres musik❤️ønsker Jer det Bedste 💗 mange hilsner og ønsker om det bedste for Jer, fra Jeres naboer Danmark 🇸🇪🇩🇰🇸🇪
1671	Deepa Charen	💟💟💟
1672	Sándor Szijjártó	imádom a zenét
1673	Микола Миколайович	👍❤
1674	Muharrem Sekmen	ZAMAN'IN, delip geçen yokluk ışığı, belki aşk,
1675	Muharrem Sekmen	Biliyorum cehaletin kaderini, ondan, bilgeliğe aday, kader, bir daha tekrar edecek, belki henüz çocuk, henüz bir sevgi,
1676	Mylène L.	belle représentation les filles
1677	Велес !	Браво!!!! Какой голос! Лучшая песня!
1678	Xena	A croire que cette chanson est ma berceuse,j'm trop👍👍
1679	Muharrem Sekmen	Zaman'ın ıraklaşan belirsizliği, belki
1680	Walter Walter	siento mucha tristeza, un vacío enorme, the winner take ir all, me hace llorar, esto os ha sucedido quizás a todos.
1681	Muharrem Sekmen	Belki imkansız, uzaklardan yaklaşan bir meçhul, buluşması aşk,
1682	Joachim Köbler	Seht ihr wie ihr die Tränen im Gesicht runter laufen und seht ihr wie traurig sie ist
1683	Ahmet Yiğit Kaplan	💖
1684	Muharrem Sekmen	eğri büğrü yollarda, kader, tamamlanacak biliyorum, safsevgi acıyacak biliyorum, yol, tekrar edecek, çocuk yürek buna aday,
1685	Ed Knoxwill	Never stop to love yours songs which is wroten by real life you had,love you for being honest.Jeg elsker dig ;-)
1686	Muharrem Sekmen	Biliyorum, bir hikayesi vardır, varoluşun, belki bir, sıfır noktası, belki, meraklı bir çoçuk,
1687	Giacomo Specchia	Voce unica ed assoluta
1688	Елена Кухарская	You are my everything 💘😘😊
1689	Muharrem Sekmen	Belki, değer arayan, bir değersizdir, hayır, seni senin adına seviyorum, elimde değil, sebepten ötürü belki,
1690	ana zamonita	The way she throws a look at her ex at the end, floors me
1691	Muharrem Sekmen	Hayır sevginin kaderi, zorunluktur,
1692	Ha Kh	Make me cry 😭
1693	Muharrem Sekmen	Aşk, isyan etmez, biliyorum, sevgi, fedakardır,
1694	Berjaya DAYANA	The year where I fall and far away from my home
1695	Wilson23	Sad that same video with 200M views was deleted for some reason. Hopefully, this one or some other would get to the same mark very soon. and wont get deleted.
1696	Ethan Parker	The karaoke part of better call Saul made me cry ngl
1697	Ethan Parker	The karaoke part of better call Saul made me cry ngl
1698	Muharrem Sekmen	Cömert Zaman, en adil'dir, çünkü istenildiğinden fazla vardır, bilinir ki belki, en önemsir,
1699	Robert McGinness	Very nice but I like the one with the blue lyrics in English and Spanish
1700	Tanja Karban	Ich hab die mit 2 Jahren auf die Ohren bekommen,leider mit einem schrecklichen Vorfall durch meinen Taufpaten!
1701	Guy Belgrade	AGNETHA..!!!!!🌹♥️🧡♥️☠️⚔️💥💯😘😘😘
1702	Muharrem Sekmen	, Aşk'tan mı bahsediliyor, hangi an'dan, Zaman'da anlıyamıyorum
1703	Muharrem Sekmen	Bir iki kişi , oldukça uzaklardan unutulmuş akraba, belki minimum,
1704	Rob Parous	Her hair is perfect
1705	Lauren Claes	So true the word's.
1706	Lauren Claes	Who balling there eye's out 2022
1707	Jonas Vilhelm Lindberg	Så bra att man 😃
1708	Meike Sasse	So göttlich schön !!!!!
1709	mortonbay chestnut	There are very few songs in g flat major... Schubert's 3rd impromptu is also in the same key... another tear jerker...
1710	Victor Cedeño	Agnetha mi amore lindo cantas seguiras Cantando como los dioses bb eres Tan linda hermoza como esa prodijiosa Vos para la eternida esta es tu hermoza Cancion mi reyna que dios t bendiga Por ciempre te quedaste en la eternidad
1711	Muharrem Sekmen	Biliyorum, doğru, değerliler üstündür, bir sebepten, ötürü,
1712	Muharrem Sekmen	, ışıklı an'larda karanlık Zaman'dan, hep yanılgıda belki
1713	Muharrem Sekmen	Kömür, yanmadıkça, elmas olmaz, biliyorum,
1714	Ruslan Vasilyev	Sweden thanks for ABBA
1715	Manuel Fernandez	So bad that is good:)
